"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL392075";"";"None";"630.23";"2";"6.91";"16, racemic";"O=C(OC1(C2CCCC(c3cccc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1C2CCC1CC(N1CCCCC1)C2";"IC50";"'='";"9.7";"nM";"8.01";"";"";"UO_0000065";"12.71";"0.25";"1.10";"11.42";"0";"CHEMBL902427";"Inhibition of gamma-secretase mediated amyloid beta-40 production in HEK293 cells by whole cell-based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138400";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"9.7"
"CHEMBL2019017";"";"None";"469.94";"0";"3.95";"3j";"CC1(C(=O)N2CCC(c3cc(F)ccc3F)(S(=O)(=O)c3ccc(Cl)cc3)CC2)COC1";"IC50";"'='";"880.0";"nM";"6.06";"";"";"UO_0000065";"12.89";"0.27";"2.11";"9.51";"0";"CHEMBL2019731";"Inhibition of gamma-secretase in human SH-SY5Y cells co-expressing APP C-terminal fragment SPA4CT assessed as inhibition of amyloid beta 40 production by electrochemiluminescent assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2016479";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307740";"";"";"";"0.88"
"CHEMBL2019009";"";"None";"481.87";"0";"4.86";"3b";"O=C(CC(F)(F)F)N1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"14.73";"0.31";"2.24";"13.03";"0";"CHEMBL2019731";"Inhibition of gamma-secretase in human SH-SY5Y cells co-expressing APP C-terminal fragment SPA4CT assessed as inhibition of amyloid beta 40 production by electrochemiluminescent assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2016479";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307740";"";"";"";"0.08"
"CHEMBL2019012";"";"None";"521.93";"2";"5.64";"3e";"O=C(N1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1)C1(C(F)(F)F)CCC1";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"13.84";"0.29";"1.58";"13.26";"0";"CHEMBL2019730";"Inhibition of gamma-secretase in human SH-SY5Y cells co-expressing APP C-terminal fragment SPA4CT assessed as inhibition of amyloid beta 42 production by electrochemiluminescent assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2016479";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307740";"";"";"";"0.06"
"CHEMBL2019009";"";"None";"481.87";"0";"4.86";"3b";"O=C(CC(F)(F)F)N1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1";"IC50";"'='";"90.0";"nM";"7.05";"";"";"UO_0000065";"14.62";"0.31";"2.19";"12.94";"0";"CHEMBL2019730";"Inhibition of gamma-secretase in human SH-SY5Y cells co-expressing APP C-terminal fragment SPA4CT assessed as inhibition of amyloid beta 42 production by electrochemiluminescent assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2016479";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307740";"";"";"";"0.09"
"CHEMBL2019003";"";"None";"544.93";"2";"5.64";"2f";"O=C(c1ncccc1C(F)(F)F)N1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"13.40";"0.28";"1.66";"10.84";"0";"CHEMBL2019730";"Inhibition of gamma-secretase in human SH-SY5Y cells co-expressing APP C-terminal fragment SPA4CT assessed as inhibition of amyloid beta 42 production by electrochemiluminescent assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2016479";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307740";"";"";"";"0.05"
"CHEMBL2337154";"";"None";"1382.76";"None";"None";"11";"CC(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H](CO)CC(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(N)=O";"IC50";"'='";"0.402";"nM";"9.40";"";"";"UO_0000065";"6.79";"None";"None";"None";"0";"CHEMBL2343865";"Inhibition of gamma-secretase (unknown origin) expressed in N2a NL/N cells coexpressing betaAPPNL and NotchdeltaE assessed as Abeta40 secretion by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NL/N";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2331477";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"0.402"
"CHEMBL2337153";"";"None";"1409.78";"None";"None";"12";"CC(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@@H](CC(N)=O)CC(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(N)=O";"IC50";"'='";"3.16";"nM";"8.50";"";"";"UO_0000065";"6.03";"None";"None";"None";"0";"CHEMBL2343859";"Inhibition of gamma-secretase in human HEK293 cells expressing APPNL/NotchDeltaE/EGFP/UAS-firefly luciferase assessed as inhibition of notch intracellular cytoplasmic domain secretion by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2331477";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";"";"";"0.00316"
"CHEMBL2312557";"";"None";"446.53";"0";"4.94";"8b";"COc1cc(/C=C2\CCCN3CC(c4ccc(F)cc4)CON=C23)ccc1-n1cnc(C)c1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"15.42";"0.28";"1.95";"13.27";"0";"CHEMBL2318752";"Inhibition of gamma secretase (unknown origin) assessed as reduction of Abeta42 production";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2311347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"130.0"
"CHEMBL2415091";"";"None";"363.40";"0";"3.88";"8";"COc1cc(-c2nc(C)n(-c3ccc(F)cc3)n2)ccc1-n1cnc(C)c1";"IC50";"'='";"770.0";"nM";"6.11";"";"";"UO_0000065";"16.82";"0.31";"2.23";"10.58";"0";"CHEMBL2417315";"Modulation of gamma-secretase (unknown origin) assessed as reduction of amyloid beta 42 level";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2413065";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"0.77"
"CHEMBL277155";"";"None";"466.60";"0";"4.65";"32";"CCCCNC(C)c1sc(NC(=O)[C@H](CCC)NC(=O)Cc2cc(F)cc(F)c2)nc1C";"IC50";"'='";"7.1";"nM";"8.15";"";"";"UO_0000065";"17.46";"0.35";"3.50";"9.80";"0";"CHEMBL899499";"Inhibition of gamma secretase C100Flag cleavaging activity in HeLa cell membranes assessed as M-amyloid beta-40 production by cell free assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137444";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308376";"";"";"";"7.1"
"CHEMBL237850";"";"None";"495.64";"1";"5.59";"20a";"CC[C@H](NC(=O)CCc1cc(F)cc(F)c1)C(=O)Nc1ncc([C@@H](C)CCCC(C)(C)OC)s1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"15.18";"0.30";"1.93";"9.37";"0";"CHEMBL899499";"Inhibition of gamma secretase C100Flag cleavaging activity in HeLa cell membranes assessed as M-amyloid beta-40 production by cell free assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137444";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308376";"";"";"";"30.0"
"CHEMBL237665";"";"None";"441.64";"0";"4.08";"2a, (S,S,S)";"CCC[C@H](NC(=O)[C@@H](O)C(C)C)C(=O)Nc1ncc([C@@H](C)CCCC(C)(C)OC)s1";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"18.22";"0.37";"3.97";"8.00";"0";"CHEMBL899499";"Inhibition of gamma secretase C100Flag cleavaging activity in HeLa cell membranes assessed as M-amyloid beta-40 production by cell free assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137444";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308376";"";"";"";"9.0"
"CHEMBL392492";"";"None";"493.62";"0";"3.50";"47";"CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1nc(C)c(C(C)N2CCN(C)CC2)s1";"IC50";"'='";"26.1";"nM";"7.58";"";"";"UO_0000065";"15.36";"0.30";"4.08";"9.78";"0";"CHEMBL899500";"Inhibition of gamma secretase activity in human H4 cells transfected with APP695 mutant assessed as beta amyloid(1-40) production by whole cell assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137444";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308507";"";"";"";"26.1"
"CHEMBL236773";"";"None";"455.67";"0";"4.47";"23b, (S,S,R)";"CCC[C@H](NC(=O)[C@@H](O)C(C)(C)C)C(=O)Nc1ncc([C@H](C)CCCC(C)(C)OC)s1";"IC50";"'='";"1.14";"nM";"8.94";"";"";"UO_0000065";"19.63";"0.39";"4.47";"8.89";"0";"CHEMBL899500";"Inhibition of gamma secretase activity in human H4 cells transfected with APP695 mutant assessed as beta amyloid(1-40) production by whole cell assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137444";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308507";"";"";"";"1.14"
"CHEMBL236591";"";"None";"441.64";"0";"4.08";"2a, (S,S,R)";"CCC[C@H](NC(=O)[C@@H](O)C(C)C)C(=O)Nc1ncc([C@H](C)CCCC(C)(C)OC)s1";"IC50";"'='";"7.49";"nM";"8.13";"";"";"UO_0000065";"18.40";"0.37";"4.05";"8.08";"0";"CHEMBL899500";"Inhibition of gamma secretase activity in human H4 cells transfected with APP695 mutant assessed as beta amyloid(1-40) production by whole cell assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137444";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308507";"";"";"";"7.49"
"CHEMBL192666";"";"None";"303.72";"0";"3.42";"1";"O=S(=O)(Nc1cc(F)ccc1F)c1ccc(Cl)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL833472";"In vitro inhibition of gamma-secretase as amyloid peptide production in SH-SY5Y cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1145262";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307740";"";"";"";"10000.0"
"CHEMBL4218020";"";"None";"449.98";"1";"5.29";"3l";"CCN(C)C(=O)c1ccc(-c2c(C)nc3c(OCc4ccccc4C)cccn23)cc1.Cl";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4182972";"Modulatory activity against gamma-secretase in human SK-N-BE(2) cells assessed as reduction in amyloid beta 42 production after 6 hrs by sandwich ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4177744";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"10.0"
"CHEMBL1818813";"";"None";"345.41";"0";"3.50";"23";"COc1cc(-c2cn(Cc3ccccc3)nn2)ccc1-n1cnc(C)c1";"IC50";"'='";"1440.0";"nM";"5.84";"";"";"UO_0000065";"16.91";"0.31";"2.34";"10.11";"0";"CHEMBL1820232";"Modulation of gamma-secretase in human SH-SY5Y cells over-expressing beta-APP C-terminal fragment SPA4CT assessed as amyloid beta42 level by electrochemiluminescent analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1817592";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307740";"";"";"";"1.44"
"CHEMBL1818813";"";"None";"345.41";"0";"3.50";"23";"COc1cc(-c2cn(Cc3ccccc3)nn2)ccc1-n1cnc(C)c1";"IC50";"'='";"8100.0";"nM";"5.09";"";"";"UO_0000065";"14.74";"0.27";"1.59";"8.81";"0";"CHEMBL1820766";"Modulation of gamma-secretase in human SH-SY5Y cells over-expressing beta-APP C-terminal fragment SPA4CT assessed as amyloid beta40 level by electrochemiluminescent analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1817592";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307740";"";"";"";"8.1"
"CHEMBL1818818";"";"None";"346.39";"0";"2.89";"28";"COc1cc(-c2nnn(Cc3ccccc3)n2)ccc1-n1cnc(C)c1";"IC50";"'='";"5710.0";"nM";"5.24";"";"";"UO_0000065";"15.14";"0.28";"2.35";"7.42";"0";"CHEMBL1820232";"Modulation of gamma-secretase in human SH-SY5Y cells over-expressing beta-APP C-terminal fragment SPA4CT assessed as amyloid beta42 level by electrochemiluminescent analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1817592";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307740";"";"";"";"5.71"
"CHEMBL1818820";"";"None";"345.41";"0";"3.57";"30";"COc1cc(-c2n[nH]c(Cc3ccccc3)n2)ccc1-n1cnc(C)c1";"IC50";"'='";"3010.0";"nM";"5.52";"";"";"UO_0000065";"15.99";"0.29";"1.95";"8.05";"0";"CHEMBL1820766";"Modulation of gamma-secretase in human SH-SY5Y cells over-expressing beta-APP C-terminal fragment SPA4CT assessed as amyloid beta40 level by electrochemiluminescent analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1817592";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307740";"";"";"";"3.01"
"CHEMBL1818835";"";"None";"401.50";"0";"4.71";"45";"COc1cc(-c2cn(Cc3csc4ccccc34)nn2)ccc1-n1cnc(C)c1";"IC50";"'='";"770.0";"nM";"6.11";"";"";"UO_0000065";"15.23";"0.29";"1.40";"10.58";"0";"CHEMBL1820766";"Modulation of gamma-secretase in human SH-SY5Y cells over-expressing beta-APP C-terminal fragment SPA4CT assessed as amyloid beta40 level by electrochemiluminescent analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1817592";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307740";"";"";"";"0.77"
"CHEMBL1818837";"";"None";"462.51";"1";"5.30";"47";"COc1cc(-c2cn(Cc3ccc(-c4nc5ccccc5o4)cc3)nn2)ccc1-n1cnc(C)c1";"IC50";"'='";"2060.0";"nM";"5.69";"";"";"UO_0000065";"12.29";"0.22";"0.39";"6.79";"0";"CHEMBL1820766";"Modulation of gamma-secretase in human SH-SY5Y cells over-expressing beta-APP C-terminal fragment SPA4CT assessed as amyloid beta40 level by electrochemiluminescent analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1817592";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307740";"";"";"";"2.06"
"CHEMBL3622125";"";"None";"504.49";"1";"4.65";"65";"COc1cc(N2CCC(Nc3ncc4c(n3)N(c3ccc(F)cc3C(F)(F)F)CCO4)CC2)ccn1";"IC50";"'='";"11.9";"nM";"7.92";"";"";"UO_0000065";"15.71";"0.30";"3.27";"10.48";"0";"CHEMBL3626481";"Inhibition of gamma-secretase in human H4 cells expressing human wild type APP75I cDNA assessed as reduction in amyloid beta peptides incubated for 16 to 18 hrs by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3621190";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"CHEMBL3308507";"";"";"";"11.9"
"CHEMBL3622126";"";"None";"436.49";"0";"3.63";"68";"COc1cc(N2CCC(Nc3ncc4c(n3)N(c3ccc(F)cc3)CCO4)CC2)ccn1";"IC50";"'='";"30.5";"nM";"7.52";"";"";"UO_0000065";"17.22";"0.32";"3.89";"9.94";"0";"CHEMBL3626481";"Inhibition of gamma-secretase in human H4 cells expressing human wild type APP75I cDNA assessed as reduction in amyloid beta peptides incubated for 16 to 18 hrs by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3621190";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"CHEMBL3308507";"";"";"";"30.5"
"CHEMBL3134498";"";"None";"723.91";"2";"5.70";"CBAP";"C[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H]1N=C(C2CCCCC2)c2ccccc2NC1=O";"IC50";"'='";"0.56";"nM";"9.25";"";"";"UO_0000065";"12.78";"0.24";"3.55";"5.85";"0";"CHEMBL3135360";"Inhibition of gamma-secretase (unknown origin) using Notch1 substrate assessed as Notch1-NICD production";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3132746";"1";"Scientific Literature";"Medchemcomm";"2014";"None";"";"";"";"0.56"
"CHEMBL3134513";"";"None";"1368.68";"None";"None";"11";"C#CCCCC(=O)Nc1ccc(C(=O)c2ccc(NC(=O)COCCOCCOCC(=O)NCCCOCCOCCOCCCNC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3ccccc3)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)cc2)cc1";"IC50";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"5.58";"None";"None";"None";"0";"CHEMBL3135370";"Inhibition of gamma-secretase (unknown origin) expressed in CHO cells expressing APP assessed as inhibition of amyloid beta 42 production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3132760";"1";"Scientific Literature";"Medchemcomm";"2014";"CHEMBL3308072";"";"";"";"23.0"
"CHEMBL3622118";"";"None";"422.92";"0";"4.14";"24";"Clc1cc(N2CCC(Nc3ncc4c(n3)N(c3ccccc3)CCO4)CC2)ccn1";"IC50";"'='";"54.3";"nM";"7.26";"";"";"UO_0000065";"17.18";"0.33";"3.13";"10.94";"0";"CHEMBL3626481";"Inhibition of gamma-secretase in human H4 cells expressing human wild type APP75I cDNA assessed as reduction in amyloid beta peptides incubated for 16 to 18 hrs by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3621190";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"CHEMBL3308507";"";"";"";"54.3"
"CHEMBL4209239";"";"None";"442.00";"1";"5.04";"3h";"CCCC(=O)N1CCC(c2c(C)nc3c(OCc4ccccc4C)cccn23)CC1.Cl";"IC50";"'='";"690.0";"nM";"6.16";"";"";"UO_0000065";"15.19";"0.28";"1.12";"13.15";"0";"CHEMBL4182972";"Modulatory activity against gamma-secretase in human SK-N-BE(2) cells assessed as reduction in amyloid beta 42 production after 6 hrs by sandwich ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4177744";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"0.69"
"CHEMBL4203907";"";"None";"422.40";"0";"4.34";"3d";"Cc1ccccc1COc1cccn2c(C3CCN(C)CC3)c(C)nc12.Cl.Cl";"IC50";"'='";"9800.0";"nM";"5.01";"";"";"UO_0000065";"14.33";"0.26";"0.67";"16.82";"0";"CHEMBL4182972";"Modulatory activity against gamma-secretase in human SK-N-BE(2) cells assessed as reduction in amyloid beta 42 production after 6 hrs by sandwich ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4177744";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"9.8"
"CHEMBL4520168";"";"None";"403.42";"0";"3.87";"(S)-25";"COc1c(C#N)ccc2[nH]c(-c3nc4n(n3)CCO[C@H]4c3cccc(F)c3C)cc12";"IC50";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"18.61";"0.34";"3.64";"8.46";"0";"CHEMBL4388922";"Inhibition of gamma secretase in human SKNBE2 cells expressing human APP695 assessed as increase in Abeta38 levels incubated for 18 hrs by sandwich ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4387734";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";"";"0.031"
"CHEMBL1797093";"";"None";"403.42";"0";"4.04";"1";"COc1cc(-c2ccc(NC(=O)c3ccc(F)cc3)nn2)ccc1-n1cnc(C)c1";"IC50";"'='";"2511.89";"nM";"5.60";"";"";"UO_0000065";"13.88";"0.25";"1.56";"6.84";"0";"CHEMBL1798305";"Inhibition of gamma-secretase in human SHSY5Y cells expressing Swedish variant of APP K595N/M596L assessed as reduction of amyloid beta 42 formation after 16 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1795222";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307740";"";"";"";"5.6"
"CHEMBL1797095";"";"None";"417.49";"1";"5.13";"13";"COc1cc(-c2ccc(NC(C)(C)c3ccc(F)cc3)nn2)ccc1-n1cnc(C)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"16.77";"0.31";"1.87";"10.79";"0";"CHEMBL1798305";"Inhibition of gamma-secretase in human SHSY5Y cells expressing Swedish variant of APP K595N/M596L assessed as reduction of amyloid beta 42 formation after 16 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1795222";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307740";"";"";"";"7.0"
